accuracy,loss,mae,mse,val_accuracy,val_loss,val_mae,val_mse,epoch
0.20255999267101288,54.964664459228516,3.832976818084717,54.96466064453125,0.2360406070947647,47.24980926513672,3.7143783569335938,47.596397399902344,0
0.1666666716337204,12.033721923828125,3.4814908504486084,24.06744384765625,0.2360406070947647,47.215576171875,3.711390972137451,47.5621337890625,1
0.2268799990415573,47.56669616699219,3.3699886798858643,47.56669998168945,0.24873095750808716,40.281185150146484,3.3666610717773438,40.59282684326172,2
0.0833333358168602,9.65324878692627,3.1320419311523438,19.30649757385254,0.24873095750808716,40.24440002441406,3.3659608364105225,40.556007385253906,3
0.2268799990415573,40.17837142944336,3.1592044830322266,40.178375244140625,0.24873095750808716,33.96953201293945,3.307509422302246,34.24654006958008,4
0.0833333358168602,7.808888912200928,2.8615264892578125,15.617777824401855,0.24873095750808716,33.95075988769531,3.3077757358551025,34.22774124145508,5
0.2268799990415573,34.44889831542969,3.2012486457824707,34.44888687133789,0.24873095750808716,29.657848358154297,3.3537628650665283,29.903444290161133,6
0.0833333358168602,7.157787799835205,2.8500499725341797,14.31557559967041,0.24873095750808716,29.65073585510254,3.3547332286834717,29.89630889892578,7
0.2268799990415573,30.055461883544922,3.232963800430298,30.055452346801758,0.24873095750808716,26.13673973083496,3.3113152980804443,26.350082397460938,8
0.0833333358168602,6.893627166748047,2.907014846801758,13.787254333496094,0.24873095750808716,26.131139755249023,3.3115854263305664,26.34445571899414,9
0.2268799990415573,26.023412704467773,3.1801915168762207,26.023418426513672,0.24873095750808716,22.79507064819336,3.214103937149048,22.97471809387207,10
0.0833333358168602,6.644900798797607,2.91658091545105,13.289801597595215,0.24873095750808716,22.787277221679688,3.2140862941741943,22.96690559387207,11
0.2268799990415573,21.984481811523438,3.0584230422973633,21.984479904174805,0.24873095750808716,19.30010223388672,3.063505172729492,19.444177627563477,12
0.0833333358168602,6.2495551109313965,2.859745740890503,12.499110221862793,0.24873095750808716,19.289794921875,3.0634214878082275,19.4338321685791,13
0.2268799990415573,17.8239688873291,2.882023334503174,17.823970794677734,0.24873095750808716,15.682218551635742,2.871999979019165,15.788202285766602,14
0.0833333358168602,5.751061916351318,2.7613136768341064,11.502123832702637,0.24873095750808716,15.668896675109863,2.871917486190796,15.774848937988281,15
0.2268799990415573,13.76465129852295,2.6709489822387695,13.7646484375,0.24873095750808716,12.288390159606934,2.670346736907959,12.357189178466797,16
0.0833333358168602,5.2067179679870605,2.6418302059173584,10.413435935974121,0.24873095750808716,12.275136947631836,2.6710586547851562,12.34392261505127,17
0.2268799990415573,10.36012077331543,2.445244789123535,10.36012077331543,0.24873095750808716,9.6201171875,2.4571080207824707,9.65735912322998,18
0.0833333358168602,4.731576442718506,2.531508445739746,9.463152885437012,0.24873095750808716,9.607841491699219,2.458352565765381,9.64511489868164,19
0.2268799990415573,8.314131736755371,2.2543115615844727,8.314132690429688,0.24873095750808716,8.306544303894043,2.3201825618743896,8.325374603271484,20
0.0833333358168602,4.483462810516357,2.4443466663360596,8.966925621032715,0.24873095750808716,8.298808097839355,2.3242123126983643,8.317794799804688,21
0.2268799990415573,7.740759372711182,2.163658380508423,7.740756034851074,0.24873095750808716,8.024961471557617,2.2694506645202637,8.037399291992188,22
0.0833333358168602,4.47521448135376,2.422126054763794,8.95042896270752,0.24873095750808716,8.018588066101074,2.2746798992156982,8.031280517578125,23
0.2268799990415573,7.648452281951904,2.1406664848327637,7.64845085144043,0.24873095750808716,7.938816070556641,2.2540860176086426,7.948721408843994,24
0.0833333358168602,4.498717784881592,2.4258036613464355,8.997435569763184,0.24873095750808716,7.932093620300293,2.2599360942840576,7.942306041717529,25
0.2268799990415573,7.597185134887695,2.1324005126953125,7.597188949584961,0.24873095750808716,7.883227825164795,2.246259927749634,7.891680717468262,26
0.0833333358168602,4.52235746383667,2.4308831691741943,9.04471492767334,0.24873095750808716,7.876194000244141,2.2528209686279297,7.884995937347412,27
0.2268799990415573,7.552390098571777,2.1260342597961426,7.55239200592041,0.24873095750808716,7.835557460784912,2.240480899810791,7.843013286590576,28
0.0833333358168602,4.534825801849365,2.4336001873016357,9.06965160369873,0.24873095750808716,7.828190803527832,2.247312068939209,7.836019992828369,29
0.2268799990415573,7.512826919555664,2.120763063430786,7.512826919555664,0.24873095750808716,7.792160511016846,2.235870599746704,7.798681735992432,30
0.0833333358168602,4.542058944702148,2.4352235794067383,9.084117889404297,0.24873095750808716,7.784906387329102,2.2427825927734375,7.791804313659668,31
0.2268799990415573,7.47879695892334,2.116368055343628,7.478797435760498,0.24873095750808716,7.754759788513184,2.2316856384277344,7.760467529296875,32
0.0833333358168602,4.550962924957275,2.4374659061431885,9.10192584991455,0.24873095750808716,7.747610092163086,2.238713502883911,7.753697395324707,33
0.2268799990415573,7.449133396148682,2.1124396324157715,7.449132919311523,0.24873095750808716,7.72167444229126,2.228191614151001,7.726644992828369,34
0.0833333358168602,4.560340404510498,2.4396917819976807,9.120680809020996,0.24873095750808716,7.714297294616699,2.235095500946045,7.719654083251953,35
0.2268799990415573,7.421220779418945,2.1089069843292236,7.421220779418945,0.24873095750808716,7.693422317504883,2.2246975898742676,7.697752475738525,36
0.0833333358168602,4.568780899047852,2.4420087337493896,9.137561798095703,0.24873095750808716,7.685925006866455,2.2318031787872314,7.690644264221191,37
0.2268799990415573,7.396793365478516,2.10579252243042,7.396793842315674,0.24873095750808716,7.668069362640381,2.2215676307678223,7.671864032745361,38
0.0833333358168602,4.575592517852783,2.4438869953155518,9.151185035705566,0.24873095750808716,7.660641670227051,2.2287344932556152,7.66482400894165,39
0.2268799990415573,7.375799655914307,2.1030492782592773,7.375799179077148,0.24873095750808716,7.645716190338135,2.2186319828033447,7.648959636688232,40
0.0833333358168602,4.583654880523682,2.445969343185425,9.167309761047363,0.24873095750808716,7.638311862945557,2.226030111312866,7.641944885253906,41
0.2268799990415573,7.357278347015381,2.100517749786377,7.357278823852539,0.24873095750808716,7.625252723693848,2.215987205505371,7.628000259399414,42
0.0833333358168602,4.589410781860352,2.4475648403167725,9.178821563720703,0.24873095750808716,7.618037700653076,2.2233877182006836,7.62116813659668,43
