accuracy,loss,mae,mse,val_accuracy,val_loss,val_mae,val_mse,epoch,fold
0.20423728227615356,61.827720642089844,4.014396667480469,61.827720642089844,0.18020305037498474,42.19225311279297,3.760488510131836,42.7146110534668,0,0
0.0,0.2609752416610718,0.7224614024162292,0.5219504833221436,0.18020305037498474,42.185726165771484,3.7599496841430664,42.70798873901367,1,0
0.2330508530139923,54.944244384765625,3.5766489505767822,54.94422912597656,0.23350253701210022,36.45002365112305,3.3134071826934814,36.9277458190918,2,0
1.0,0.0001577274815645069,0.017761051654815674,0.0003154549631290138,0.23350253701210022,36.44966506958008,3.3133885860443115,36.92738342285156,3,0
0.22838982939720154,48.04202651977539,3.316941738128662,48.042022705078125,0.23350253701210022,30.438806533813477,3.13279390335083,30.847997665405273,4,0
1.0,0.635391354560852,1.1272900104522705,1.270782709121704,0.23350253701210022,30.467493057250977,3.132843255996704,30.877107620239258,5,0
0.22838982939720154,41.35390853881836,3.2922887802124023,41.353904724121094,0.23350253701210022,26.257740020751953,3.1500866413116455,26.599557876586914,6,0
1.0,2.244819164276123,2.1188766956329346,4.489638328552246,0.23350253701210022,26.294931411743164,3.1457667350769043,26.637523651123047,7,0
0.22838982939720154,35.80743408203125,3.3209142684936523,35.807430267333984,0.23350253701210022,23.177509307861328,3.1481778621673584,23.463594436645508,8,0
1.0,3.5444705486297607,2.662506580352783,7.0889410972595215,0.23350253701210022,23.209775924682617,3.141664505004883,23.496671676635742,9,0
0.22838982939720154,30.703510284423828,3.277316093444824,30.703516006469727,0.23350253701210022,20.411855697631836,3.1003849506378174,20.648571014404297,10,0
1.0,4.238979816436768,2.911693572998047,8.477959632873535,0.23350253701210022,20.432781219482422,3.0923898220062256,20.670291900634766,11,0
0.22838982939720154,25.685028076171875,3.1662542819976807,25.685028076171875,0.23350253701210022,17.627635955810547,3.000539779663086,17.81863021850586,12,0
1.0,4.424556255340576,2.974745750427246,8.849112510681152,0.23350253701210022,17.644920349121094,2.991957664489746,17.836755752563477,13,0
0.22838982939720154,20.679685592651367,3.0008997917175293,20.6796932220459,0.23350253701210022,14.774909973144531,2.847874879837036,14.921226501464844,14,0
1.0,4.14580774307251,2.8795166015625,8.29161548614502,0.23350253701210022,14.788002014160156,2.8381080627441406,14.935073852539062,15,0
0.22838982939720154,15.802124977111816,2.7848942279815674,15.802128791809082,0.23350253701210022,11.96369457244873,2.639329671859741,12.068532943725586,16,0
1.0,3.27356219291687,2.558734893798828,6.54712438583374,0.23350253701210022,11.975172996520996,2.6288108825683594,12.080711364746094,17,0
0.22838982939720154,11.543209075927734,2.5307352542877197,11.543203353881836,0.23350253701210022,9.732023239135742,2.4253640174865723,9.806160926818848,18,0
1.0,2.302698850631714,2.1460189819335938,4.605397701263428,0.23350253701210022,9.750526428222656,2.4149041175842285,9.825478553771973,19,0
0.22838982939720154,8.804354667663574,2.3005685806274414,8.804354667663574,0.23350253701210022,8.52513313293457,2.2513866424560547,8.58678913116455,20,0
1.0,1.4672940969467163,1.7130639553070068,2.9345881938934326,0.23350253701210022,8.552244186401367,2.241771697998047,8.61472225189209,21,0
0.22838982939720154,7.8815226554870605,2.179931879043579,7.881522178649902,0.23350253701210022,8.226446151733398,2.195045232772827,8.28773307800293,22,0
1.0,1.1282230615615845,1.5021471977233887,2.256446123123169,0.23350253701210022,8.259896278381348,2.189622402191162,8.321990966796875,23,0
0.22838982939720154,7.7491374015808105,2.146193742752075,7.749137878417969,0.23350253701210022,8.143146514892578,2.178407669067383,8.205754280090332,24,0
1.0,1.0564641952514648,1.4535915851593018,2.1129283905029297,0.23350253701210022,8.178483963012695,2.1737773418426514,8.241872787475586,25,0
0.22838982939720154,7.701354026794434,2.1361594200134277,7.701353073120117,0.23350253701210022,8.100557327270508,2.1712074279785156,8.163982391357422,26,0
1.0,1.0456429719924927,1.4461278915405273,2.0912859439849854,0.23350253701210022,8.137056350708008,2.1667370796203613,8.201250076293945,27,0
0.22838982939720154,7.660427093505859,2.1306657791137695,7.660428524017334,0.23350253701210022,8.064455032348633,2.1672773361206055,8.128376960754395,28,0
1.0,1.0462795495986938,1.4465680122375488,2.0925590991973877,0.23350253701210022,8.100932121276855,2.1624996662139893,8.165570259094238,29,0
0.22838982939720154,7.62264347076416,2.125587224960327,7.622640609741211,0.23350253701210022,8.036832809448242,2.163274049758911,8.100905418395996,30,0
1.0,1.051652193069458,1.450277328491211,2.103304386138916,0.23350253701210022,8.07298755645752,2.158416509628296,8.137754440307617,31,0
