Task_ID,Priority,Project_ID,Project_code,Category,Total_developers,TaskPerformance,DeveloperPerformance,Hours_estimate,Hours_logged,Difference,Estimate_Effort
8686,3,9,PC9,Enhancement,1,1.5,1.5,3.5,2,1.5,1.400862069
8765,3,2,PC2,Testing,1,-1.5,-1.5,5,6.5,1.5,1.594827586
8884,4,9,PC9,Bug,1,1.5,1.5,2,0.5,1.5,1.206896552
9032,1,2,PC2,Bug,1,-1.5,-1.5,1,2.5,1.5,1.077586207
9043,1,2,PC2,Bug,1,-1.5,-1.5,4,5.5,1.5,1.465517241
9068,1,2,PC2,Bug,1,1.5,1.5,3,1.5,1.5,1.336206897
9353,1,2,PC2,Bug,1,1.5,1.5,4,2.5,1.5,1.465517241
9654,1,4,PC4,Release,1,1.5,1.5,10,8.5,1.5,2.24137931
9670,1,9,PC9,Bug,1,1.5,1.5,3,1.5,1.5,1.336206897
9761,4,4,PC4,Enhancement,1,1.5,1.5,7,5.5,1.5,1.853448276
9856,2,4,PC4,Bug,1,1.5,1.5,3,1.5,1.5,1.336206897
9958,5,4,PC4,Enhancement,1,-1.5,-1.5,4,5.5,1.5,1.465517241
9970,2,4,PC4,Enhancement,1,1.5,1.5,7,5.5,1.5,1.853448276
10208,5,4,PC4,Testing,1,1.5,1.5,10,8.5,1.5,2.24137931
10243,1,4,PC4,Bug,1,-1.5,NA,2,3.5,1.5,1.206896552
10243,1,4,PC4,Bug,1,-1.5,-0.5,2,3.5,1.5,1.206896552
10319,1,9,PC9,Bug,1,1.5,NA,5,3.5,1.5,1.594827586
10319,1,9,PC9,Bug,1,1.5,2.5,5,3.5,1.5,1.594827586
10424,1,9,PC9,Bug,1,1.5,1.5,2,0.5,1.5,1.206896552
10425,1,9,PC9,Enhancement,1,1.5,1.5,3,1.5,1.5,1.336206897
10469,1,4,PC4,Bug,1,-1.5,NA,1,2.5,1.5,1.077586207
10469,1,4,PC4,Bug,1,-1.5,-0.5,1,2.5,1.5,1.077586207
10908,3,2,PC2,Enhancement,1,1.5,1.5,14,12.5,1.5,2.75862069
11069,1,7,PC7,Bug,1,-1.5,-1.5,2,3.5,1.5,1.206896552
11740,1,9,PC9,Enhancement,1,-1.5,-1.5,3.5,5,1.5,1.400862069
11747,1,13,PC13,Enhancement,1,-1.5,-1.5,3.5,5,1.5,1.400862069
11756,1,2,PC2,Enhancement,1,1.5,1.5,2,0.5,1.5,1.206896552
12085,1,2,PC2,Bug,1,1.5,1.5,7,5.5,1.5,1.853448276
12133,1,2,PC2,Bug,1,-1.5,-1.5,7,8.5,1.5,1.853448276
12163,1,13,PC13,Bug,1,-1.5,-1.5,2,3.5,1.5,1.206896552
13185,1,5,PC5,Bug,1,1.5,1.5,2.5,1,1.5,1.271551724
14075,3,12,PC12,Bug,1,-1.5,-1.5,10,11.5,1.5,2.24137931
3532,1,9,PC9,Bug,1,-1.49,-1.49,1,2.49,1.49,1.077586207
12948,1,5,PC5,Release,1,1.49,1.49,7,5.51,1.49,1.853448276
7990,1,9,PC9,Bug,1,-1.45,-1.45,3.5,4.95,1.45,1.400862069
3564,1,9,PC9,Bug,1,1.45,1.45,2,0.55,1.45,1.206896552
12307,1,6,PC6,Release,1,1.44,1.44,3.5,2.06,1.44,1.400862069
13576,1,5,PC5,Enhancement,1,1.44,1.44,5,3.56,1.44,1.594827586
3111,2,2,PC2,Bug,1,1.4,1.4,7,5.6,1.4,1.853448276
3123,1,2,PC2,Enhancement,1,-1.4,-1.4,3.5,4.9,1.4,1.400862069
3323,6,2,PC2,Enhancement,1,-1.4,-1.4,3.5,4.9,1.4,1.400862069
3334,4,2,PC2,Enhancement,1,-1.4,-1.4,3.5,4.9,1.4,1.400862069
3489,1,11,PC11,Bug,1,-1.4,-1.4,1.2,2.6,1.4,1.103448276
2551,8,11,PC11,Bug,1,1.4,1.4,1.75,0.35,1.4,1.174568966
3305,4,2,PC2,Bug,1,1.4,1.4,3.5,2.1,1.4,1.400862069
3341,2,2,PC2,Enhancement,1,1.4,1.4,3.5,2.1,1.4,1.400862069
3714,5,2,PC2,Enhancement,1,1.4,1.4,2,0.6,1.4,1.206896552
3837,1,2,PC2,Enhancement,1,1.4,NA,2,0.6,1.4,1.206896552
5507,4,2,PC2,Bug,1,1.4,1.4,3,1.6,1.4,1.336206897
7969,1,9,PC9,Bug,1,1.4,1.4,3,1.6,1.4,1.336206897
13203,1,5,PC5,Bug,1,1.38,1.38,3.5,2.12,1.38,1.400862069
5483,1,2,PC2,Enhancement,1,-1.36,2.82,6.5,7.86,1.36,1.788793103
5483,1,2,PC2,Enhancement,1,-1.36,NA,6.5,7.86,1.36,1.788793103
13729,1,5,PC5,Bug,1,1.35,1.35,3.5,2.15,1.35,1.400862069
5214,1,2,PC2,Enhancement,1,-1.33,-0.83,0.5,1.83,1.33,1.012931034
5214,1,2,PC2,Enhancement,1,-1.33,NA,0.5,1.83,1.33,1.012931034
6654,2,9,PC9,Enhancement,1,1.33,1.33,3.5,2.17,1.33,1.400862069
13289,1,5,PC5,Bug,1,1.33,1.33,3.5,2.17,1.33,1.400862069
11305,1,9,PC9,Enhancement,1,1.33,1.33,35,33.67,1.33,5.474137931
13313,1,5,PC5,Bug,1,1.32,1.32,2.5,1.18,1.32,1.271551724
12094,1,6,PC6,Enhancement,1,1.32,1.32,3.5,2.18,1.32,1.400862069
4460,3,2,PC2,Enhancement,1,1.3,1.3,4,2.7,1.3,1.465517241
11659,1,6,PC6,Enhancement,1,1.28,1.28,2.5,1.22,1.28,1.271551724
3664,1,11,PC11,Enhancement,1,-1.28,-1.28,2,3.28,1.28,1.206896552
13642,1,5,PC5,Bug,1,1.27,1.27,2.5,1.23,1.27,1.271551724
3779,1,9,PC9,Bug,1,1.25,1.25,2,0.75,1.25,1.206896552
3927,1,11,PC11,Enhancement,1,-1.25,-1.25,7,8.25,1.25,1.853448276
4555,2,2,PC2,Bug,1,1.25,1.25,3.5,2.25,1.25,1.400862069
4694,5,2,PC2,Bug,1,-1.25,-0.25,1.5,2.75,1.25,1.142241379
4694,5,2,PC2,Bug,1,-1.25,NA,1.5,2.75,1.25,1.142241379
4717,1,2,PC2,Bug,1,-1.25,NA,1,2.25,1.25,1.077586207
4717,1,2,PC2,Bug,1,-1.25,-0.25,1,2.25,1.25,1.077586207
4724,1,2,PC2,Bug,1,-1.25,NA,1,2.25,1.25,1.077586207
4724,1,2,PC2,Bug,1,-1.25,-0.5,1,2.25,1.25,1.077586207
5111,5,2,PC2,Enhancement,1,1.25,1.25,2,0.75,1.25,1.206896552
5258,3,2,PC2,Enhancement,1,1.25,1.25,3.5,2.25,1.25,1.400862069
5303,5,2,PC2,Bug,1,1.25,1.25,2,0.75,1.25,1.206896552
5458,4,2,PC2,Enhancement,1,1.25,1.25,2,0.75,1.25,1.206896552
5494,4,2,PC2,Enhancement,1,1.25,1.25,2,0.75,1.25,1.206896552
5703,4,2,PC2,Enhancement,1,1.25,1.25,3.5,2.25,1.25,1.400862069
5932,1,9,PC9,Enhancement,1,1.25,1.25,4.5,3.25,1.25,1.530172414
5965,4,2,PC2,Enhancement,1,1.25,1.25,3,1.75,1.25,1.336206897
5982,2,2,PC2,Bug,1,-1.25,1.75,4,5.25,1.25,1.465517241
5982,2,2,PC2,Bug,1,-1.25,NA,4,5.25,1.25,1.465517241
5991,5,2,PC2,Enhancement,1,1.25,1.25,2,0.75,1.25,1.206896552
6363,5,9,PC9,Enhancement,1,1.25,1.25,5,3.75,1.25,1.594827586
6370,2,2,PC2,Bug,1,1.25,1.25,2,0.75,1.25,1.206896552
6754,1,9,PC9,Bug,1,-1.25,-1.25,4,5.25,1.25,1.465517241
6785,1,2,PC2,Enhancement,1,1.25,NA,2,0.75,1.25,1.206896552
6785,1,2,PC2,Enhancement,1,1.25,1.5,2,0.75,1.25,1.206896552
6862,4,18,PC18,Release,1,-1.25,-1.25,2.5,3.75,1.25,1.271551724
6972,1,2,PC2,Bug,1,1.25,1.75,3.5,2.25,1.25,1.400862069
6972,1,2,PC2,Bug,1,1.25,NA,3.5,2.25,1.25,1.400862069
7031,5,9,PC9,Bug,1,-1.25,-1.25,2,3.25,1.25,1.206896552
7039,5,9,PC9,Bug,1,-1.25,-1.25,2.5,3.75,1.25,1.271551724
7229,1,2,PC2,Enhancement,1,-1.25,-1.25,1,2.25,1.25,1.077586207
7249,1,2,PC2,Enhancement,1,-1.25,-1.25,28,29.25,1.25,4.568965517
7261,5,9,PC9,Enhancement,1,1.25,1.25,3,1.75,1.25,1.336206897
7435,1,2,PC2,Release,1,1.25,1.25,7,5.75,1.25,1.853448276
7566,1,2,PC2,Bug,1,1.25,1.25,3,1.75,1.25,1.336206897
7670,4,2,PC2,Enhancement,1,1.25,1.25,15,13.75,1.25,2.887931034
7787,1,2,PC2,Bug,1,-1.25,-1.25,3.5,4.75,1.25,1.400862069
7823,1,2,PC2,Release,1,1.25,1.25,7,5.75,1.25,1.853448276
7904,1,2,PC2,Enhancement,1,-1.25,-1.25,21,22.25,1.25,3.663793103
7956,5,9,PC9,Bug,1,-1.25,NA,3,4.25,1.25,1.336206897
7956,5,9,PC9,Bug,1,-1.25,-0.25,3,4.25,1.25,1.336206897
8013,5,2,PC2,Bug,1,-1.25,-0.25,2.5,3.75,1.25,1.271551724
8013,5,2,PC2,Bug,1,-1.25,NA,2.5,3.75,1.25,1.271551724
8283,5,9,PC9,Bug,1,1.25,1.25,5,3.75,1.25,1.594827586
8502,3,2,PC2,Enhancement,1,1.25,1.25,3,1.75,1.25,1.336206897
8566,1,9,PC9,Enhancement,1,1.25,1.25,2.5,1.25,1.25,1.271551724
8774,1,2,PC2,Testing,1,1.25,1.25,7,5.75,1.25,1.853448276
8958,2,2,PC2,Enhancement,1,1.25,1.25,14,12.75,1.25,2.75862069
9008,1,9,PC9,Release,1,-1.25,11.25,35,36.25,1.25,5.474137931
9008,1,9,PC9,Release,1,-1.25,NA,35,36.25,1.25,5.474137931
9431,5,9,PC9,Bug,1,1.25,1.25,4,2.75,1.25,1.465517241
9592,1,2,PC2,Release,1,1.25,1.25,7,5.75,1.25,1.853448276
10410,1,4,PC4,Release,1,1.25,1.25,7,5.75,1.25,1.853448276
10436,1,4,PC4,Bug,1,-1.25,-0.25,5,6.25,1.25,1.594827586
10436,1,4,PC4,Bug,1,-1.25,NA,5,6.25,1.25,1.594827586
11728,1,13,PC13,Enhancement,1,1.25,1.25,3,1.75,1.25,1.336206897
13448,1,5,PC5,Bug,1,1.24,1.24,2,0.76,1.24,1.206896552
13665,1,5,PC5,Bug,1,1.24,1.24,2.5,1.26,1.24,1.271551724
12868,1,5,PC5,Enhancement,1,1.23,NA,1.5,0.27,1.23,1.142241379
10341,1,9,PC9,Bug,1,1.22,1.22,4,2.78,1.22,1.465517241
13472,1,5,PC5,Enhancement,1,1.22,1.22,3.5,2.28,1.22,1.400862069
11794,1,6,PC6,Enhancement,1,1.22,1.22,7,5.78,1.22,1.853448276
3543,4,9,PC9,Bug,1,1.2,1.2,2,0.8,1.2,1.206896552
3819,1,2,PC2,Enhancement,1,1.2,1.2,1.5,0.3,1.2,1.142241379
3931,5,17,PC17,Enhancement,1,-1.2,-1.2,0.5,1.7,1.2,1.012931034
10929,5,9,PC9,Bug,1,1.2,NA,3,1.8,1.2,1.336206897
10929,5,9,PC9,Bug,1,1.2,2,3,1.8,1.2,1.336206897
6944,3,2,PC2,Enhancement,1,1.2,NA,14,12.8,1.2,2.75862069
6944,3,2,PC2,Enhancement,1,1.2,1.5,14,12.8,1.2,2.75862069
11510,1,8,PC8,Enhancement,1,-1.19,-1.19,2,3.19,1.19,1.206896552
12106,1,6,PC6,Enhancement,1,1.17,1.17,2,0.83,1.17,1.206896552
4877,3,2,PC2,Bug,1,-1.15,-1.15,6,7.15,1.15,1.724137931
13429,1,5,PC5,Enhancement,1,1.11,1.11,2,0.89,1.11,1.206896552
7753,1,9,PC9,Bug,1,1.1,1.1,2,0.9,1.1,1.206896552
3635,1,11,PC11,Enhancement,1,-1.1,-1.1,7,8.1,1.1,1.853448276
5910,1,9,PC9,Enhancement,1,-1.08,-1.08,2,3.08,1.08,1.206896552
13262,1,5,PC5,Enhancement,1,1.07,1.07,3.5,2.43,1.07,1.400862069
2555,3,2,PC2,Enhancement,1,1.05,1.05,1.75,0.7,1.05,1.174568966
2685,3,2,PC2,Bug,1,1.05,1.05,1.75,0.7,1.05,1.174568966
2697,7,2,PC2,Bug,1,1.05,1.05,1.75,0.7,1.05,1.174568966
2703,3,9,PC9,Bug,1,1.05,1.05,1.75,0.7,1.05,1.174568966
2786,1,2,PC2,Bug,1,1.05,1.05,1.75,0.7,1.05,1.174568966
2830,1,2,PC2,Enhancement,1,1.05,1.05,1.75,0.7,1.05,1.174568966
2850,1,2,PC2,Bug,1,1.05,1.05,1.75,0.7,1.05,1.174568966
2862,1,2,PC2,Bug,1,1.05,1.05,1.75,0.7,1.05,1.174568966
2926,1,2,PC2,Bug,1,1.05,1.05,1.75,0.7,1.05,1.174568966
2934,3,2,PC2,Bug,1,1.05,1.05,1.75,0.7,1.05,1.174568966
2937,1,2,PC2,Enhancement,1,1.05,1.05,1.75,0.7,1.05,1.174568966
3156,3,2,PC2,Bug,1,1.05,1.05,2.1,1.05,1.05,1.219827586
3166,4,2,PC2,Bug,1,1.05,1.05,1.75,0.7,1.05,1.174568966
3256,3,2,PC2,Enhancement,1,1.05,1.05,1.75,0.7,1.05,1.174568966
3300,3,9,PC9,Enhancement,1,1.05,1.05,1.75,0.7,1.05,1.174568966
3322,1,2,PC2,Bug,1,1.05,1.05,1.75,0.7,1.05,1.174568966
5566,1,2,PC2,Release,1,1.05,1.05,7,5.95,1.05,1.853448276
5710,5,9,PC9,Bug,1,-1.05,NA,1,2.05,1.05,1.077586207
5710,5,9,PC9,Bug,1,-1.05,-0.25,1,2.05,1.05,1.077586207
11677,1,6,PC6,Enhancement,1,-1.03,-1.03,7,8.03,1.03,1.853448276
13302,1,5,PC5,Enhancement,1,1.02,1.02,2,0.98,1.02,1.206896552
13416,1,5,PC5,Enhancement,1,1.01,1.01,1.5,0.49,1.01,1.142241379
3455,5,2,PC2,Release,1,1,1,7,6,1,1.853448276
3495,1,11,PC11,Enhancement,1,1,1,2.5,1.5,1,1.271551724
3510,1,11,PC11,Release,1,-1,-1,1,2,1,1.077586207
3610,1,16,PC16,Enhancement,1,1,1,4,3,1,1.465517241
3671,4,2,PC2,Enhancement,1,1,1,3,2,1,1.336206897
3692,1,11,PC11,Bug,1,-1,-1,1,2,1,1.077586207
3717,3,9,PC9,Enhancement,1,1,1,2,1,1,1.206896552
3749,1,2,PC2,Enhancement,1,-1,1,3,4,1,1.336206897
3749,1,2,PC2,Enhancement,1,-1,NA,3,4,1,1.336206897
3759,4,17,PC17,Enhancement,1,1,1.5,3.5,2.5,1,1.400862069
3759,4,17,PC17,Enhancement,1,1,NA,3.5,2.5,1,1.400862069
3833,2,2,PC2,Bug,1,1,1,4,3,1,1.465517241
3846,1,2,PC2,Bug,1,-1,-1,2,3,1,1.206896552
3912,1,2,PC2,Enhancement,1,1,1,2,1,1,1.206896552
3984,1,11,PC11,Enhancement,1,-1,-1,2,3,1,1.206896552
4013,1,11,PC11,Release,1,1,1,4,3,1,1.465517241
4019,1,8,PC8,Enhancement,1,-1,-1,3,4,1,1.336206897
4025,2,8,PC8,Enhancement,1,1,1,2,1,1,1.206896552
4062,1,2,PC2,Enhancement,1,-1,-1,1,2,1,1.077586207
4106,1,2,PC2,Bug,1,1,1,2,1,1,1.206896552
4128,1,2,PC2,Release,1,1,1,2,1,1,1.206896552
4212,1,2,PC2,Release,1,1,1,7,6,1,1.853448276
4244,1,9,PC9,Release,1,-1,0,1,2,1,1.077586207
4244,1,9,PC9,Release,1,-1,NA,1,2,1,1.077586207
4246,10,9,PC9,Bug,1,-1,0,1,2,1,1.077586207
4246,10,9,PC9,Bug,1,-1,NA,1,2,1,1.077586207
4267,4,2,PC2,Bug,1,-1,-1,7,8,1,1.853448276
4276,1,2,PC2,Bug,1,-1,NA,10,11,1,2.24137931
4276,1,2,PC2,Bug,1,-1,0,10,11,1,2.24137931
4293,1,2,PC2,Bug,1,-1,-1,1,2,1,1.077586207
4319,1,2,PC2,Release,1,1,1,7,6,1,1.853448276
4321,10,2,PC2,Enhancement,1,-1,-1,1,2,1,1.077586207
4326,1,9,PC9,Bug,1,-1,-1,2,3,1,1.206896552
4335,5,9,PC9,Release,1,-1,NA,2,3,1,1.206896552
4335,5,9,PC9,Release,1,-1,-0.5,2,3,1,1.206896552
4366,1,2,PC2,Enhancement,1,1,1,4,3,1,1.465517241
4383,5,8,PC8,Bug,1,-1,0,1,2,1,1.077586207
4383,5,8,PC8,Bug,1,-1,NA,1,2,1,1.077586207
4432,3,2,PC2,Bug,1,-1,-1,2,3,1,1.206896552
4433,5,2,PC2,Bug,1,1,1,2,1,1,1.206896552
4435,4,2,PC2,Bug,1,-1,-1,1,2,1,1.077586207
4453,5,2,PC2,Bug,1,1,1,2,1,1,1.206896552
4455,1,2,PC2,Bug,1,-1,NA,1,2,1,1.077586207
4455,1,2,PC2,Bug,1,-1,0,1,2,1,1.077586207
4456,1,2,PC2,Bug,1,1,1,2,1,1,1.206896552
4507,5,9,PC9,Release,1,-1,NA,0.5,1.5,1,1.012931034
4507,5,9,PC9,Release,1,-1,-0.25,0.5,1.5,1,1.012931034
4523,2,17,PC17,Enhancement,1,1,1,2,1,1,1.206896552
4526,2,2,PC2,Bug,1,-1,-1,3,4,1,1.336206897
4527,1,2,PC2,Bug,1,1,2,3,2,1,1.336206897
4527,1,2,PC2,Bug,1,1,NA,3,2,1,1.336206897
4557,1,17,PC17,Bug,1,-1,-1,1,2,1,1.077586207
4598,1,17,PC17,Enhancement,1,1,1,2,1,1,1.206896552
4616,1,2,PC2,Enhancement,1,1,NA,2,1,1,1.206896552
4616,1,2,PC2,Enhancement,1,1,1.5,2,1,1,1.206896552
4665,1,9,PC9,Bug,1,1,NA,3.5,2.5,1,1.400862069
4665,1,9,PC9,Bug,1,1,2.5,3.5,2.5,1,1.400862069
4667,6,2,PC2,Bug,1,1,1,5,4,1,1.594827586
4695,7,17,PC17,Enhancement,1,1,1,3,2,1,1.336206897
4730,1,2,PC2,Enhancement,1,1,1,2,1,1,1.206896552
4806,2,8,PC8,Enhancement,1,1,1,3.5,2.5,1,1.400862069
4852,5,9,PC9,Enhancement,1,-1,-1,4,5,1,1.465517241
4864,2,16,PC16,Enhancement,1,-1,-1,4,5,1,1.465517241
4993,1,2,PC2,Enhancement,1,1,1,2,1,1,1.206896552
5043,2,2,PC2,Enhancement,1,-1,-1,3,4,1,1.336206897
5219,3,2,PC2,Enhancement,1,1,1,2,1,1,1.206896552
5260,2,2,PC2,Bug,1,1,1,2,1,1,1.206896552
5264,1,2,PC2,Testing,1,-1,-1,0.5,1.5,1,1.012931034
5284,1,2,PC2,Enhancement,1,1,1,4,3,1,1.465517241
5350,3,17,PC17,Enhancement,1,1,1,3,2,1,1.336206897
5386,1,2,PC2,Bug,1,1,1,2,1,1,1.206896552
5398,4,2,PC2,Bug,1,1,2,3,2,1,1.336206897
5398,4,2,PC2,Bug,1,1,NA,3,2,1,1.336206897
5451,4,2,PC2,Enhancement,1,-1,0.25,2,3,1,1.206896552
5451,4,2,PC2,Enhancement,1,-1,NA,2,3,1,1.206896552
5589,3,2,PC2,Enhancement,1,1,NA,3,2,1,1.336206897
5589,3,2,PC2,Enhancement,1,1,2,3,2,1,1.336206897
5607,3,2,PC2,Bug,1,1,2,3,2,1,1.336206897
5607,3,2,PC2,Bug,1,1,NA,3,2,1,1.336206897
5643,1,2,PC2,Release,1,-1,-1,0.5,1.5,1,1.012931034
5665,1,2,PC2,Enhancement,1,-1,-1,0.5,1.5,1,1.012931034
5720,3,2,PC2,Bug,1,-1,-1,2.5,3.5,1,1.271551724
5742,4,2,PC2,Enhancement,1,1,1,3.5,2.5,1,1.400862069
5751,4,2,PC2,Enhancement,1,1,1,2,1,1,1.206896552
5756,2,2,PC2,Bug,1,1,1,2,1,1,1.206896552
5783,1,2,PC2,Enhancement,1,-1,-1,3,4,1,1.336206897
5811,5,2,PC2,Bug,1,1,1,2,1,1,1.206896552
5883,1,2,PC2,Bug,1,-1,-1,2,3,1,1.206896552
5895,4,2,PC2,Enhancement,1,1,1,2,1,1,1.206896552
5974,1,2,PC2,Enhancement,1,-1,-1,1,2,1,1.077586207
5976,5,9,PC9,Enhancement,1,-1,-1,3,4,1,1.336206897
6021,2,2,PC2,Enhancement,1,1,1,3,2,1,1.336206897
6067,2,2,PC2,Enhancement,1,1,1,3.5,2.5,1,1.400862069
6069,2,2,PC2,Enhancement,1,1,NA,4,3,1,1.465517241
6069,2,2,PC2,Enhancement,1,1,2,4,3,1,1.465517241
6086,1,2,PC2,Enhancement,1,-1,-1,7,8,1,1.853448276
6095,2,2,PC2,Bug,1,-1,NA,2,3,1,1.206896552
6095,2,2,PC2,Bug,1,-1,0.5,2,3,1,1.206896552
6128,2,8,PC8,Enhancement,1,-1,-1,3,4,1,1.336206897
6134,1,2,PC2,Enhancement,1,-1,-1,8,9,1,1.982758621
6135,1,2,PC2,Enhancement,1,-1,-1,2,3,1,1.206896552
6156,3,2,PC2,Enhancement,1,1,1,2,1,1,1.206896552
6160,1,2,PC2,Enhancement,1,-1,-1,4,5,1,1.465517241
6168,5,9,PC9,Enhancement,1,-1,-1,3,4,1,1.336206897
6186,3,2,PC2,Bug,1,1,1,3.5,2.5,1,1.400862069
6195,5,9,PC9,Bug,1,1,1,2,1,1,1.206896552
6208,2,17,PC17,Enhancement,1,1,1,5,4,1,1.594827586
6214,5,9,PC9,Bug,1,1,1,7,6,1,1.853448276
6275,1,2,PC2,Enhancement,1,1,NA,4,3,1,1.465517241
6275,1,2,PC2,Enhancement,1,1,2,4,3,1,1.465517241
6330,5,9,PC9,Enhancement,1,-1,-1,8,9,1,1.982758621
6340,3,2,PC2,Enhancement,1,1,1,3.5,2.5,1,1.400862069
6342,3,2,PC2,Enhancement,1,-1,-1,2,3,1,1.206896552
6383,5,9,PC9,Enhancement,1,1,1,4,3,1,1.465517241
6387,4,2,PC2,Bug,1,1,1,3.5,2.5,1,1.400862069
6419,3,2,PC2,Bug,1,1,1,5,4,1,1.594827586
6432,5,9,PC9,Bug,1,1,1,2,1,1,1.206896552
6433,5,9,PC9,Bug,1,1,1,2,1,1,1.206896552
6452,5,9,PC9,Enhancement,1,-1,NA,1,2,1,1.077586207
6452,5,9,PC9,Enhancement,1,-1,0,1,2,1,1.077586207
6476,5,9,PC9,Bug,1,-1,NA,1.5,2.5,1,1.142241379
6476,5,9,PC9,Bug,1,-1,0.25,1.5,2.5,1,1.142241379
6538,2,2,PC2,Enhancement,1,1,NA,4,3,1,1.465517241
6538,2,2,PC2,Enhancement,1,1,2,4,3,1,1.465517241
6540,2,17,PC17,Bug,1,1,1,3,2,1,1.336206897
6620,1,2,PC2,Enhancement,1,-1,-1,2,3,1,1.206896552
6624,1,2,PC2,Bug,1,-1,-1,2,3,1,1.206896552
6635,1,2,PC2,Enhancement,1,1,1,2,1,1,1.206896552
6637,1,2,PC2,Enhancement,1,-1,-1,7,8,1,1.853448276
6638,1,2,PC2,Bug,1,1,NA,3,2,1,1.336206897
6638,1,2,PC2,Bug,1,1,1.5,3,2,1,1.336206897
6641,1,2,PC2,Enhancement,1,-1,-1,7,8,1,1.853448276
6668,1,2,PC2,Enhancement,1,-1,-1,6,7,1,1.724137931
6674,1,2,PC2,Enhancement,1,1,1,8,7,1,1.982758621
6728,5,9,PC9,Bug,1,1,1,2,1,1,1.206896552
6769,1,9,PC9,Enhancement,1,-1,NA,1,2,1,1.077586207
6769,1,9,PC9,Enhancement,1,-1,0,1,2,1,1.077586207
6823,2,2,PC2,Bug,1,-1,NA,3,4,1,1.336206897
6823,2,2,PC2,Bug,1,-1,0,3,4,1,1.336206897
6847,1,9,PC9,Enhancement,1,-1,-1,4,5,1,1.465517241
6871,1,2,PC2,Enhancement,1,-1,-1,3,4,1,1.336206897
6891,1,2,PC2,Enhancement,1,1,1,10,9,1,2.24137931
6913,1,2,PC2,Enhancement,1,1,1,2,1,1,1.206896552
6966,1,2,PC2,Release,1,-1,-1,0.5,1.5,1,1.012931034
6985,1,2,PC2,Bug,1,-1,-1,3,4,1,1.336206897
6989,1,2,PC2,Bug,1,-1,-1,5,6,1,1.594827586
7006,1,2,PC2,Bug,1,1,1,3,2,1,1.336206897
7011,1,2,PC2,Bug,1,-1,-1,2,3,1,1.206896552
7015,1,2,PC2,Bug,1,-1,-1,1,2,1,1.077586207
7036,1,9,PC9,Enhancement,1,-1,-1,3,4,1,1.336206897
7072,2,2,PC2,Bug,1,-1,-1,4,5,1,1.465517241
7074,1,2,PC2,Enhancement,1,1,1,2,1,1,1.206896552
7086,2,9,PC9,Enhancement,1,1,1,2,1,1,1.206896552
7119,1,2,PC2,Enhancement,1,1,1,4,3,1,1.465517241
7128,1,2,PC2,Enhancement,1,-1,-1,2,3,1,1.206896552
7129,1,2,PC2,Enhancement,1,1,1,2,1,1,1.206896552
7252,1,2,PC2,Bug,1,-1,-1,4,5,1,1.465517241
7289,1,2,PC2,Enhancement,1,-1,-1,10,11,1,2.24137931
7318,1,2,PC2,Bug,1,1,1,2,1,1,1.206896552
7331,1,2,PC2,Enhancement,1,-1,-1,1,2,1,1.077586207
7440,1,9,PC9,Bug,1,1,1,1.5,0.5,1,1.142241379
7509,1,2,PC2,Bug,1,-1,-1,5,6,1,1.594827586
7518,1,2,PC2,Bug,1,1,1,2,1,1,1.206896552
7620,5,9,PC9,Bug,1,-1,NA,1,2,1,1.077586207
7620,5,9,PC9,Bug,1,-1,0,1,2,1,1.077586207
7640,5,9,PC9,Bug,1,1,1,1.5,0.5,1,1.142241379
7726,4,9,PC9,Bug,1,1,1,3.5,2.5,1,1.400862069
7740,1,2,PC2,Testing,1,-1,-1,14,15,1,2.75862069
7741,1,2,PC2,Testing,1,1,1,21,20,1,3.663793103
7758,5,9,PC9,Bug,1,-1,0,1,2,1,1.077586207
7758,5,9,PC9,Bug,1,-1,NA,1,2,1,1.077586207
7805,2,2,PC2,Bug,1,-1,-1,3.5,4.5,1,1.400862069
7813,5,9,PC9,Enhancement,1,-1,NA,1,2,1,1.077586207
7813,5,9,PC9,Enhancement,1,-1,0,1,2,1,1.077586207
7839,4,9,PC9,Release,1,-1,0,1,2,1,1.077586207
7839,4,9,PC9,Release,1,-1,NA,1,2,1,1.077586207
7841,1,2,PC2,Bug,1,-1,-1,7,8,1,1.853448276
7843,1,2,PC2,Bug,1,-1,-1,4,5,1,1.465517241
7845,1,2,PC2,Bug,1,1,1,3,2,1,1.336206897
7847,2,17,PC17,Enhancement,1,-1,0,4,5,1,1.465517241
7847,2,17,PC17,Enhancement,1,-1,NA,4,5,1,1.465517241
7880,2,2,PC2,Bug,1,1,1,2,1,1,1.206896552
7882,2,17,PC17,Enhancement,1,1,1,2,1,1,1.206896552
7890,1,2,PC2,Bug,1,-1,-1,2,3,1,1.206896552
7917,1,17,PC17,Enhancement,1,-1,0.5,2.5,3.5,1,1.271551724
7917,1,17,PC17,Enhancement,1,-1,NA,2.5,3.5,1,1.271551724
7948,5,9,PC9,Enhancement,1,-1,0,1,2,1,1.077586207
7948,5,9,PC9,Enhancement,1,-1,NA,1,2,1,1.077586207
7974,3,9,PC9,Bug,1,-1,3.5,7,8,1,1.853448276
7974,3,9,PC9,Bug,1,-1,NA,7,8,1,1.853448276
7978,5,9,PC9,Bug,1,-1,NA,2.5,3.5,1,1.271551724
7978,5,9,PC9,Bug,1,-1,0,2.5,3.5,1,1.271551724
7999,5,9,PC9,Bug,1,1,1,2.5,1.5,1,1.271551724
