"TaskNumber","Priority","StatusCode","ProjectCode","SubCategory","#Developers","TaskPerformance","DeveloperPerformance","HoursEstimate","HoursLogged"
"9100","1","COMPLETED","PC2","Bug","1","0","0","1","1"
"9103","1","COMPLETED","PC2","Bug","1","0.25","0.25","3.5","3.25"
"9107","1","COMPLETED","PC2","Bug","1","0","0","7","7"
"9109","2","COMPLETED","PC2","Bug","1","-4.25","-4.25","3.5","7.75"
"9113","3","COMPLETED","PC2","Enhancement","1","-17.08","-17.08","3","20.08"
"9128","1","COMPLETED","PC2","Bug","1","-0.5","-0.5","1","1.5"
"9129","1","COMPLETED","PC2","Bug","1","0","0","1","1"
"9131","1","COMPLETED","PC2","Bug","1","0","0","1","1"
"9137","1","COMPLETED","PC2","Bug","1","0.25","0.75","2","1.75"
"9137","1","COMPLETED","PC2","Bug","1","0.25","NA","2","1.75"
"9142","5","COMPLETED","PC2","Bug","1","0","0","0.5","0.5"
"9147","1","COMPLETED","PC2","Bug","1","0","0.5","1","1"
"9147","1","COMPLETED","PC2","Bug","1","0","NA","1","1"
"9152","4","COMPLETED","PC17","Bug","1","-10.5","-9","3","13.5"
"9152","4","COMPLETED","PC17","Bug","1","-10.5","NA","3","13.5"
"9153","1","COMPLETED","PC2","Bug","1","2.75","2.75","3.5","0.75"
"9157","1","FINISHED","PC2","Bug","1","3.5","4","7","3.5"
"9157","1","FINISHED","PC2","Bug","1","3.5","NA","7","3.5"
"9158","1","COMPLETED","PC2","Enhancement","1","-2.25","-2.25","5","7.25"
"9163","1","COMPLETED","PC16","Enhancement","1","118.75","120","150","31.25"
"9163","1","COMPLETED","PC16","Enhancement","1","118.75","NA","150","31.25"
"9164","1","COMPLETED","PC2","Bug","1","0","0","1","1"
"9169","1","COMPLETED","PC2","Bug","1","0","0","0.5","0.5"
"9182","1","COMPLETED","PC2","Bug","1","-6","-6","4","10"
"9183","2","COMPLETED","PC2","Bug","1","2.5","2.5","3","0.5"
"9185","5","COMPLETED","PC9","Bug","1","0","0","0.5","0.5"
"9186","1","COMPLETED","PC2","Bug","1","1","1","3","2"
"9214","1","COMPLETED","PC2","Bug","1","0","0","2","2"
"9215","3","COMPLETED","PC9","Bug","1","0","0","0.5","0.5"
"9229","4","FINISHED","PC2","Bug","1","-0.75","-0.75","1","1.75"
"9230","4","FINISHED","PC2","Bug","1","0","0","1.5","1.5"
"9231","4","FINISHED","PC2","Bug","1","44.55","44.55","45","0.45"
"9237","3","COMPLETED","PC2","Enhancement","1","0.5","0.5","2","1.5"
"9238","8","FINISHED","PC9","Enhancement","1","0","0","3","3"
"9242","2","COMPLETED","PC2","Enhancement","1","38","38","49","11"
"9247","5","COMPLETED","PC9","Enhancement","1","0","0","1","1"
"9251","2","COMPLETED","PC2","Enhancement","1","0","0","1","1"
"9256","1","COMPLETED","PC2","Bug","1","-2.5","1.5","7","9.5"
"9256","1","COMPLETED","PC2","Bug","1","-2.5","NA","7","9.5"
"9264","5","COMPLETED","PC9","Enhancement","1","0","0","0.75","0.75"
"9272","1","COMPLETED","PC2","Bug","1","2","2","3","1"
"9273","1","COMPLETED","PC2","Bug","1","0","0","0.5","0.5"
"9274","2","COMPLETED","PC2","Bug","1","-1","-1","1","2"
"9275","1","COMPLETED","PC2","Bug","1","-1","0","1","2"
"9275","1","COMPLETED","PC2","Bug","1","-1","NA","1","2"
"9278","1","FINISHED","PC9","Enhancement","1","-0.75","-0.75","7","7.75"
"9279","1","FINISHED","PC9","Enhancement","1","99.34","NA","120","20.66"
"9279","1","FINISHED","PC9","Enhancement","1","99.34","101","120","20.66"
"9280","1","COMPLETED","PC2","Bug","1","0.5","0.5","1","0.5"
"9282","1","FINISHED","PC9","Release","1","17.99","26.74","35","17.01"
"9282","1","FINISHED","PC9","Release","1","17.99","NA","35","17.01"
"9283","1","COMPLETED","PC2","Bug","1","0","0","0.5","0.5"
"9289","1","FINISHED","PC9","Enhancement","1","77.25","77.25","100","22.75"
"9290","1","FINISHED","PC9","Enhancement","1","9.38","9.98","35","25.62"
"9290","1","FINISHED","PC9","Enhancement","1","9.38","NA","35","25.62"
"9291","1","FINISHED","PC9","Enhancement","1","39.75","39.75","50","10.25"
"9292","1","FINISHED","PC9","Enhancement","1","24.55","NA","28","3.45"
"9292","1","FINISHED","PC9","Enhancement","1","24.55","25.55","28","3.45"
"9293","1","FINISHED","PC9","Enhancement","1","106.75","108","140","33.25"
"9293","1","FINISHED","PC9","Enhancement","1","106.75","NA","140","33.25"
"9293","1","FINISHED","PC9","Enhancement","1","106.75","NA","140","33.25"
"9294","1","FINISHED","PC9","Enhancement","1","-11.85","-11.85","7","18.85"
"9296","1","COMPLETED","PC2","Bug","1","0.25","0.25","0.5","0.25"
"9297","1","COMPLETED","PC2","Bug","1","0.25","0.25","1","0.75"
"9298","1","COMPLETED","PC2","Bug","1","-4.25","-4.25","1","5.25"
"9299","3","COMPLETED","PC9","Bug","1","-0.5","-0.5","5","5.5"
"9307","1","COMPLETED","PC2","Bug","1","0.5","1","5","4.5"
"9307","1","COMPLETED","PC2","Bug","1","0.5","NA","5","4.5"
"9316","1","FINISHED","PC9","Enhancement","1","172","172","200","28"
"9319","3","COMPLETED","PC2","Enhancement","1","44","44","70","26"
"9338","1","FINISHED","PC9","Release","1","-50.5","NA","20","70.5"
"9348","2","COMPLETED","PC2","Bug","1","4","4","7","3"
"9349","4","COMPLETED","PC2","Bug","1","0.5","0.5","1.5","1"
"9350","1","COMPLETED","PC2","Testing","1","0.5","0.5","5","4.5"
"9351","1","COMPLETED","PC2","Bug","1","1","1","4","3"
"9353","1","COMPLETED","PC2","Bug","1","1.5","1.5","4","2.5"
"9357","3","COMPLETED","PC8","Bug","1","0","0","1.5","1.5"
"9360","1","COMPLETED","PC2","Testing","1","0.25","0.25","3.5","3.25"
"9361","1","COMPLETED","PC2","Bug","1","0.17","0.17","0.5","0.33"
"9362","1","COMPLETED","PC2","Release","1","0","0","1","1"
"9367","1","COMPLETED","PC2","Enhancement","1","0","0","3","3"
"9370","1","COMPLETED","PC2","Testing","1","1","1","3","2"
"9371","1","COMPLETED","PC2","Testing","1","0.5","0.5","2","1.5"
"9384","1","COMPLETED","PC2","Bug","1","0","0","1","1"
"9385","1","COMPLETED","PC2","Bug","1","-0.5","-0.5","2","2.5"
"9386","1","COMPLETED","PC2","Testing","1","-1","-1","2","3"
"9387","1","COMPLETED","PC8","Bug","1","0.5","0.5","7","6.5"
"9390","1","COMPLETED","PC2","Testing","1","-0.5","-0.5","2","2.5"
"9391","1","COMPLETED","PC2","Testing","1","0","0","2.5","2.5"
"9393","1","COMPLETED","PC2","Release","1","0","0","0.5","0.5"
"9394","1","COMPLETED","PC2","Release","1","0","0","0.25","0.25"
"9398","1","COMPLETED","PC2","Testing","1","0","0","1","1"
"9403","5","COMPLETED","PC9","Bug","1","0","0","0.5","0.5"
"9407","3","COMPLETED","PC2","Enhancement","1","-2","-2","5","7"
"9409","1","COMPLETED","PC9","Bug","1","0","0","2.5","2.5"
"9410","1","COMPLETED","PC2","Testing","1","0","0","0.5","0.5"
"9411","1","COMPLETED","PC2","Bug","1","-4.25","-4.25","1","5.25"
"9417","3","COMPLETED","PC2","Release","1","1","1","7","6"
"9422","1","COMPLETED","PC2","Bug","1","0","0","1","1"
"9431","5","COMPLETED","PC9","Bug","1","1.25","1.25","4","2.75"
"9434","3","FINISHED","PC2","Release","1","10","10","14","4"
"9435","4","COMPLETED","PC2","Enhancement","1","2.5","2.5","7","4.5"
"9443","3","COMPLETED","PC2","Bug","1","2.5","2.5","7","4.5"
"9446","1","COMPLETED","PC2","Bug","1","-0.25","NA","2","2.25"
"9446","1","COMPLETED","PC2","Bug","1","-0.25","0.75","2","2.25"
"9448","1","COMPLETED","PC2","Release","1","0","0","3","3"
"9450","3","COMPLETED","PC2","Enhancement","1","1","NA","7","6"
"9450","3","COMPLETED","PC2","Enhancement","1","1","4","7","6"
"9451","3","COMPLETED","PC2","Bug","1","2.5","2.5","7","4.5"
"9452","3","COMPLETED","PC9","Enhancement","1","0.5","0.5","14","13.5"
"9466","3","COMPLETED","PC2","Enhancement","1","0","0","3.5","3.5"
"9475","3","FINISHED","PC2","Enhancement","1","3.5","3.5","14","10.5"
"9477","9","COMPLETED","PC16","Enhancement","1","0","0","0.5","0.5"
"9491","1","COMPLETED","PC4","Enhancement","1","-2.5","NA","14","16.5"
"9491","1","COMPLETED","PC4","Enhancement","1","-2.5","-0.5","14","16.5"
"9505","1","FINISHED","PC4","Enhancement","1","-15.55","-15","21","36.55"
"9505","1","FINISHED","PC4","Enhancement","1","-15.55","NA","21","36.55"
"9507","1","FINISHED","PC4","Enhancement","1","-1","-1","10","11"
"9508","1","FINISHED","PC4","Enhancement","1","6.12","NA","7","0.88"
"9509","1","FINISHED","PC4","Enhancement","1","3","3","7","4"
"9510","1","FINISHED","PC4","Enhancement","1","23","NA","84","61"
"9510","1","FINISHED","PC4","Enhancement","1","23","32","84","61"
"9511","1","FINISHED","PC4","Enhancement","1","-28","-28","35","63"
"9512","1","FINISHED","PC4","Enhancement","1","11.5","NA","35","23.5"
"9512","1","FINISHED","PC4","Enhancement","1","11.5","NA","35","23.5"
"9512","1","FINISHED","PC4","Enhancement","1","11.5","NA","35","23.5"
"9512","1","FINISHED","PC4","Enhancement","1","11.5","20.5","35","23.5"
"9522","1","FINISHED","PC4","Enhancement","1","-11.5","NA","14","25.5"
"9522","1","FINISHED","PC4","Enhancement","1","-11.5","NA","14","25.5"
"9522","1","FINISHED","PC4","Enhancement","1","-11.5","11.5","14","25.5"
"9523","1","FINISHED","PC4","Enhancement","1","-48","NA","28","76"
"9523","1","FINISHED","PC4","Enhancement","1","-48","NA","28","76"
"9523","1","FINISHED","PC4","Enhancement","1","-48","-12.05","28","76"
"9523","1","FINISHED","PC4","Enhancement","1","-48","NA","28","76"
"9523","1","FINISHED","PC4","Enhancement","1","-48","NA","28","76"
"9524","1","FINISHED","PC4","Enhancement","1","9.5","9.5","14","4.5"
"9525","1","FINISHED","PC4","Enhancement","1","9","9.5","28","19"
"9525","1","FINISHED","PC4","Enhancement","1","9","NA","28","19"
"9528","1","COMPLETED","PC2","Bug","1","0","0","0.5","0.5"
"9530","1","COMPLETED","PC2","Bug","1","-3.25","-0.75","2","5.25"
"9530","1","COMPLETED","PC2","Bug","1","-3.25","NA","2","5.25"
"9531","1","COMPLETED","PC2","Testing","1","0","0","0.25","0.25"
"9533","1","FINISHED","PC4","Enhancement","1","-20","-20","21","41"
"9536","6","FINISHED","PC9","Testing","1","198.5","198.5","200","1.5"
"9549","1","COMPLETED","PC2","Testing","1","-1","-1","10","11"
"9550","1","FINISHED","PC9","Enhancement","1","3.52","3.52","14","10.48"
"9551","5","FINISHED","PC4","Enhancement","1","3","3","10","7"
"9552","3","FINISHED","PC4","Enhancement","1","0","0","1.75","1.75"
"9569","1","COMPLETED","PC2","Release","1","4.5","4.5","7","2.5"
"9570","1","COMPLETED","PC2","Release","1","6.75","6.75","7","0.25"
"9571","1","COMPLETED","PC2","Release","1","0","0","1","1"
"9572","1","COMPLETED","PC2","Release","1","4.5","4.5","7","2.5"
"9573","1","COMPLETED","PC2","Release","1","6.75","6.75","7","0.25"
"9574","1","COMPLETED","PC2","Release","1","0","0","1","1"
"9586","1","COMPLETED","PC2","Release","1","3","3","7","4"
"9587","1","COMPLETED","PC2","Release","1","6.75","6.75","7","0.25"
"9588","1","COMPLETED","PC2","Release","1","0.25","0.25","1","0.75"
"9590","3","FINISHED","PC4","Release","1","0","0","3","3"
"9592","1","COMPLETED","PC2","Release","1","1.25","1.25","7","5.75"
"9593","1","COMPLETED","PC2","Release","1","6.75","6.75","7","0.25"
"9596","3","FINISHED","PC4","Enhancement","1","32.85","39.1","70","37.15"
"9596","3","FINISHED","PC4","Enhancement","1","32.85","NA","70","37.15"
"9596","3","FINISHED","PC4","Enhancement","1","32.85","NA","70","37.15"
"9598","1","COMPLETED","PC2","Release","1","2.25","2.25","7","4.75"
"9599","1","COMPLETED","PC2","Release","1","6.75","6.75","7","0.25"
"9600","1","COMPLETED","PC2","Release","1","0.25","0.25","1","0.75"
"9601","2","FINISHED","PC4","Enhancement","1","-4.5","NA","4","8.5"
"9601","2","FINISHED","PC4","Enhancement","1","-4.5","-3.5","4","8.5"
"9602","1","FINISHED","PC4","Release","1","0","0","1","1"
"9616","1","FINISHED","PC8","Enhancement","1","0.12","0.12","2","1.88"
"9625","3","FINISHED","PC4","Release","1","-19.75","NA","14","33.75"
"9625","3","FINISHED","PC4","Release","1","-19.75","NA","14","33.75"
"9625","3","FINISHED","PC4","Release","1","-19.75","1.75","14","33.75"
"9625","3","FINISHED","PC4","Release","1","-19.75","NA","14","33.75"
"9625","3","FINISHED","PC4","Release","1","-19.75","NA","14","33.75"
"9627","1","COMPLETED","PC2","Bug","1","0.5","0.5","2","1.5"
"9631","1","FINISHED","PC4","Enhancement","1","-7.75","-6.5","10","17.75"
"9631","1","FINISHED","PC4","Enhancement","1","-7.75","NA","10","17.75"
"9631","1","FINISHED","PC4","Enhancement","1","-7.75","NA","10","17.75"
"9633","1","FINISHED","PC4","Enhancement","1","-2.5","NA","70","72.5"
"9633","1","FINISHED","PC4","Enhancement","1","-2.5","NA","70","72.5"
"9633","1","FINISHED","PC4","Enhancement","1","-2.5","NA","70","72.5"
"9633","1","FINISHED","PC4","Enhancement","1","-2.5","22","70","72.5"
"9634","1","FINISHED","PC4","Enhancement","1","3.17","NA","49","45.83"
"9634","1","FINISHED","PC4","Enhancement","1","3.17","NA","49","45.83"
"9634","1","FINISHED","PC4","Enhancement","1","3.17","5.75","49","45.83"
"9636","1","FINISHED","PC4","Enhancement","1","61.75","61.75","70","8.25"
"9645","2","FINISHED","PC4","Enhancement","1","-7.5","-7","70","77.5"
"9645","2","FINISHED","PC4","Enhancement","1","-7.5","NA","70","77.5"
"9649","3","FINISHED","PC4","Release","1","-0.5","-0.5","7","7.5"
"9651","1","FINISHED","PC4","Enhancement","1","0","0","2.5","2.5"
"9652","1","FINISHED","PC4","Release","1","0","0","1","1"
"9654","1","FINISHED","PC4","Release","1","1.5","1.5","10","8.5"
"9656","1","FINISHED","PC4","Testing","1","2.5","2.5","7","4.5"
"9658","1","FINISHED","PC4","Release","1","0","0","2","2"
"9662","1","FINISHED","PC4","Release","1","-3","2","7","10"
"9662","1","FINISHED","PC4","Release","1","-3","NA","7","10"
"9662","1","FINISHED","PC4","Release","1","-3","NA","7","10"
"9663","3","COMPLETED","PC9","Enhancement","1","2","2","7","5"
"9664","3","FINISHED","PC4","Testing","1","5.75","5.75","7","1.25"
"9665","1","FINISHED","PC4","Enhancement","1","-7.72","-7.72","21","28.72"
"9667","3","FINISHED","PC4","Enhancement","1","-1","-1","5","6"
"9670","1","FINISHED","PC9","Bug","1","1.5","1.5","3","1.5"
"9671","1","COMPLETED","PC2","Release","1","3","3","7","4"
"9672","1","COMPLETED","PC2","Release","1","6.75","6.75","7","0.25"
"9673","1","COMPLETED","PC2","Release","1","0.25","0.25","1","0.75"
"9674","1","FINISHED","PC4","Release","1","0","0","2","2"
"9676","5","COMPLETED","PC9","Bug","1","0","0","2","2"
"9677","5","COMPLETED","PC9","Bug","1","1","1","2","1"
"9685","3","FINISHED","PC4","Bug","1","-0.25","-0.25","1","1.25"
"9688","1","FINISHED","PC9","Enhancement","1","3.5","3.5","30","26.5"
"9694","1","FINISHED","PC4","Testing","1","-6","NA","1.5","7.5"
"9694","1","FINISHED","PC4","Testing","1","-6","-3.5","1.5","7.5"
"9695","5","COMPLETED","PC9","Bug","1","0.5","0.5","1.5","1"
"9696","3","FINISHED","PC4","Enhancement","1","5.5","5.5","14","8.5"
"9697","1","FINISHED","PC4","Enhancement","1","15.75","NA","28","12.25"
"9697","1","FINISHED","PC4","Enhancement","1","15.75","16","28","12.25"
"9700","2","FINISHED","PC4","Enhancement","1","0","0","2","2"
"9701","1","FINISHED","PC4","Enhancement","1","-1","-0.5","3","4"
"9701","1","FINISHED","PC4","Enhancement","1","-1","NA","3","4"
"9704","1","COMPLETED","PC2","Enhancement","1","0","1","2","2"
"9704","1","COMPLETED","PC2","Enhancement","1","0","NA","2","2"
"9705","2","COMPLETED","PC2","Testing","1","1","1","2","1"
"9706","1","COMPLETED","PC2","Bug","1","0","0","3","3"
"9707","3","FINISHED","PC4","Release","1","3.5","3.5","7","3.5"
"9708","3","COMPLETED","PC9","Bug","1","0.2","3","7","6.8"
"9708","3","COMPLETED","PC9","Bug","1","0.2","NA","7","6.8"
"9712","2","COMPLETED","PC8","Bug","1","1","1","3.5","2.5"
"9713","3","FINISHED","PC8","Bug","1","0","NA","2","2"
"9718","1","FINISHED","PC4","Release","1","-40.75","NA","7","47.75"
"9718","1","FINISHED","PC4","Release","1","-40.75","NA","7","47.75"
"9718","1","FINISHED","PC4","Release","1","-40.75","0.5","7","47.75"
"9722","2","FINISHED","PC4","Release","1","0","0","2.5","2.5"
"9729","1","FINISHED","PC4","Enhancement","1","-3","NA","28","31"
"9729","1","FINISHED","PC4","Enhancement","1","-3","15.5","28","31"
"9732","1","COMPLETED","PC2","Release","1","5.25","5.25","7","1.75"
"9733","1","COMPLETED","PC2","Release","1","6.75","6.75","7","0.25"
"9734","1","COMPLETED","PC2","Release","1","0.5","0.5","1","0.5"
"9735","1","FINISHED","PC4","Enhancement","1","-7","0","7","14"
"9735","1","FINISHED","PC4","Enhancement","1","-7","NA","7","14"
"9737","5","COMPLETED","PC9","Enhancement","1","0","0","2.5","2.5"
"9739","3","FINISHED","PC4","Enhancement","1","-48","-48","37","85"
"9740","1","FINISHED","PC4","Enhancement","1","0.5","0.5","1","0.5"
"9741","2","FINISHED","PC4","Bug","1","0","0","7.5","7.5"
"9743","2","FINISHED","PC9","Bug","1","0.25","0.25","1","0.75"
"9748","2","FINISHED","PC4","Testing","1","4","NA","21","17"
"9748","2","FINISHED","PC4","Testing","1","4","NA","21","17"
"9748","2","FINISHED","PC4","Testing","1","4","15.5","21","17"
"9749","1","FINISHED","PC4","Release","1","-3.75","-1.5","3.5","7.25"
"9749","1","FINISHED","PC4","Release","1","-3.75","NA","3.5","7.25"
"9750","1","FINISHED","PC4","Release","1","-4.25","-2","3.5","7.75"
"9750","1","FINISHED","PC4","Release","1","-4.25","NA","3.5","7.75"
"9755","1","FINISHED","PC4","Release","1","0","0","0.5","0.5"
"9758","5","FINISHED","PC4","Release","1","0","0","7","7"
"9760","1","FINISHED","PC4","Bug","1","0.17","0.17","0.5","0.33"
"9761","4","FINISHED","PC4","Enhancement","1","1.5","1.5","7","5.5"
"9763","1","FINISHED","PC4","Bug","1","0.17","0.17","0.5","0.33"
"9765","5","FINISHED","PC4","Enhancement","1","-2.25","-2.25","7","9.25"
"9766","1","FINISHED","PC4","Release","1","-15","-5.75","5","20"
"9766","1","FINISHED","PC4","Release","1","-15","NA","5","20"
"9766","1","FINISHED","PC4","Release","1","-15","NA","5","20"
"9766","1","FINISHED","PC4","Release","1","-15","NA","5","20"
"9772","3","FINISHED","PC4","Bug","1","0.25","0.25","2","1.75"
"9773","3","FINISHED","PC4","Enhancement","1","-6.5","-5","7","13.5"
"9773","3","FINISHED","PC4","Enhancement","1","-6.5","NA","7","13.5"
"9774","1","FINISHED","PC4","Release","1","-3.25","-3.25","7","10.25"
"9779","1","FINISHED","PC4","Bug","1","1.85","7.75","14","12.15"
"9779","1","FINISHED","PC4","Bug","1","1.85","NA","14","12.15"
"9779","1","FINISHED","PC4","Bug","1","1.85","NA","14","12.15"
"9783","3","FINISHED","PC4","Enhancement","1","-0.5","-0.5","1","1.5"
"9787","1","FINISHED","PC4","Release","1","-0.75","-0.75","1","1.75"
"9788","1","COMPLETED","PC2","Bug","1","0.5","0.5","5","4.5"
"9792","3","FINISHED","PC4","Enhancement","1","0","0","1","1"
"9798","1","FINISHED","PC4","Enhancement","1","-2.5","-1.5","7","9.5"
"9798","1","FINISHED","PC4","Enhancement","1","-2.5","NA","7","9.5"
"9799","1","FINISHED","PC4","Release","1","0","0","0.5","0.5"
"9800","1","FINISHED","PC4","Release","1","-4.16","1","3","7.16"
"9800","1","FINISHED","PC4","Release","1","-4.16","NA","3","7.16"
"9800","1","FINISHED","PC4","Release","1","-4.16","NA","3","7.16"
"9801","3","FINISHED","PC4","Enhancement","1","-0.5","-0.5","5","5.5"
"9804","5","FINISHED","PC4","Enhancement","1","22.5","NA","50","27.5"
"9804","5","FINISHED","PC4","Enhancement","1","22.5","31","50","27.5"
"9807","1","FINISHED","PC4","Bug","1","0","0","1","1"
"9808","5","FINISHED","PC4","Enhancement","1","1","1","7","6"
"9813","1","FINISHED","PC4","Bug","1","0","0","0.75","0.75"
"9815","1","FINISHED","PC4","Release","1","-0.25","-0.25","1","1.25"
"9817","1","FINISHED","PC2","Bug","1","0","0","2","2"
"9819","5","COMPLETED","PC9","Bug","1","5.25","5.25","7","1.75"
"9820","5","COMPLETED","PC9","Bug","1","0","0","1","1"
"9823","4","FINISHED","PC9","Enhancement","1","-3.5","0","2","5.5"
"9823","4","FINISHED","PC9","Enhancement","1","-3.5","NA","2","5.5"
"9824","1","FINISHED","PC4","Bug","1","-0.74","-0.74","3.5","4.24"
"9826","1","FINISHED","PC4","Release","1","0.25","0.25","2","1.75"
"9828","3","FINISHED","PC4","Enhancement","1","0","0","0.5","0.5"
"9830","3","FINISHED","PC9","Bug","1","0.45","0.45","1","0.55"
"9831","2","FINISHED","PC4","Bug","1","0.4","0.4","1","0.6"
"9832","1","FINISHED","PC4","Release","1","0","0","0.5","0.5"
"9833","1","COMPLETED","PC4","Enhancement","1","-7.75","NA","7","14.75"
"9833","1","COMPLETED","PC4","Enhancement","1","-7.75","-1.5","7","14.75"
"9834","1","FINISHED","PC4","Release","1","0","0","0.5","0.5"
"9837","1","FINISHED","PC14","Bug","1","-2","-2","1","3"
"9838","5","COMPLETED","PC9","Enhancement","1","-0.5","-0.5","3","3.5"
"9844","1","FINISHED","PC4","Release","1","-6.75","-1.25","7","13.75"
"9844","1","FINISHED","PC4","Release","1","-6.75","NA","7","13.75"
"9845","4","FINISHED","PC4","Enhancement","1","0.25","0.25","1","0.75"
"9846","1","FINISHED","PC4","Bug","1","2.25","2.25","3.5","1.25"
"9847","1","FINISHED","PC4","Enhancement","1","0","0","0.1","0.1"
"9848","1","FINISHED","PC4","Enhancement","1","0","0","0.5","0.5"
"9849","1","FINISHED","PC4","Enhancement","1","0","0","0.1","0.1"
"9850","3","FINISHED","PC4","Bug","1","0.35","0.35","1","0.65"
"9851","1","FINISHED","PC4","Enhancement","1","-0.44","0.46","2","2.44"
"9851","1","FINISHED","PC4","Enhancement","1","-0.44","NA","2","2.44"
"9852","2","FINISHED","PC4","Enhancement","1","0","0","1","1"
"9854","3","FINISHED","PC2","Enhancement","1","11.15","11.15","14","2.85"
"9855","2","FINISHED","PC4","Enhancement","1","0","0","7.5","7.5"
"9856","2","FINISHED","PC4","Bug","1","1.5","1.5","3","1.5"
"9857","3","FINISHED","PC4","Bug","1","0","0","1","1"
"9858","3","FINISHED","PC4","Testing","1","2.5","2.5","7","4.5"
"9859","3","FINISHED","PC4","Bug","1","0","0","1.5","1.5"
"9861","1","FINISHED","PC4","Enhancement","1","0","0","0.75","0.75"
"9864","1","FINISHED","PC4","Bug","1","0","0","0.1","0.1"
"9867","1","FINISHED","PC4","Release","1","0","0","3","3"
"9868","3","FINISHED","PC4","Bug","1","0","0","2","2"
"9869","2","FINISHED","PC4","Testing","1","3","3","7","4"
"9870","1","FINISHED","PC4","Release","1","0","0","1.5","1.5"
"9872","1","FINISHED","PC4","Release","1","-0.25","-0.25","1","1.25"
"9873","1","FINISHED","PC4","Release","1","-3.25","3.75","12","15.25"
"9873","1","FINISHED","PC4","Release","1","-3.25","NA","12","15.25"
"9873","1","FINISHED","PC4","Release","1","-3.25","NA","12","15.25"
"9873","1","FINISHED","PC4","Release","1","-3.25","NA","12","15.25"
"9873","1","FINISHED","PC4","Release","1","-3.25","NA","12","15.25"
"9874","1","FINISHED","PC4","Testing","1","3.65","NA","30","26.35"
"9874","1","FINISHED","PC4","Testing","1","3.65","14.75","30","26.35"
"9874","1","FINISHED","PC4","Testing","1","3.65","NA","30","26.35"
"9874","1","FINISHED","PC4","Testing","1","3.65","NA","30","26.35"
"9874","1","FINISHED","PC4","Testing","1","3.65","NA","30","26.35"
"9875","5","FINISHED","PC4","Enhancement","1","-4.5","0.5","7","11.5"
"9875","5","FINISHED","PC4","Enhancement","1","-4.5","NA","7","11.5"
"9876","3","COMPLETED","PC2","Bug","1","0","0","2","2"
"9880","3","COMPLETED","PC2","Enhancement","1","0","0","2","2"
"9881","1","FINISHED","PC4","Release","1","0","0","1.5","1.5"
"9882","1","FINISHED","PC4","Release","1","0","0","5","5"
"9883","1","FINISHED","PC4","Enhancement","1","0","0","0.5","0.5"
"9884","4","COMPLETED","PC2","Bug","1","0","0","2.5","2.5"
"9885","3","FINISHED","PC4","Bug","1","0","0","1","1"
"9886","1","FINISHED","PC4","Bug","1","0.25","0.25","1","0.75"
"9891","3","FINISHED","PC4","Bug","1","0","0","1.75","1.75"
"9895","3","COMPLETED","PC9","Enhancement","1","9.5","9.5","35","25.5"
"9897","2","FINISHED","PC9","Enhancement","1","2.6","2.6","30","27.4"
"9899","1","FINISHED","PC4","Release","1","0","0","0.75","0.75"
"9902","1","FINISHED","PC4","Enhancement","1","0.5","0.5","3.5","3"
"9907","3","FINISHED","PC9","Enhancement","1","-4","-4","7","11"
"9908","2","COMPLETED","PC4","Enhancement","1","0.25","0.25","2","1.75"
"9911","2","FINISHED","PC4","Enhancement","1","-0.25","-0.25","0.5","0.75"
"9912","2","COMPLETED","PC4","Enhancement","1","3.5","3.5","4","0.5"
"9913","5","FINISHED","PC4","Enhancement","1","0","0","0.5","0.5"
"9918","1","COMPLETED","PC4","Bug","1","0","0","2","2"
"9922","3","FINISHED","PC4","Enhancement","1","0","0","3.5","3.5"
"9926","2","FINISHED","PC4","Enhancement","1","0.5","0.5","1","0.5"
"9928","2","COMPLETED","PC4","Bug","1","0","0","2","2"
"9931","1","COMPLETED","PC4","Enhancement","1","0.5","NA","14","13.5"
"9931","1","COMPLETED","PC4","Enhancement","1","0.5","2","14","13.5"
"9932","1","FINISHED","PC4","Bug","1","0.17","0.67","1","0.83"
"9932","1","FINISHED","PC4","Bug","1","0.17","NA","1","0.83"
"9933","1","COMPLETED","PC4","Bug","1","0","0","1.5","1.5"
"9936","4","COMPLETED","PC4","Bug","1","0","0","1","1"
"9938","1","FINISHED","PC4","Bug","1","0.25","0.25","0.5","0.25"
"9939","3","COMPLETED","PC4","Bug","1","0","0","0.5","0.5"
"9940","1","FINISHED","PC4","Release","1","2.25","2.25","3","0.75"
"9941","1","COMPLETED","PC16","Enhancement","1","-2","-2","2","4"
"9942","3","COMPLETED","PC4","Enhancement","1","1","2.5","3","2"
"9942","3","COMPLETED","PC4","Enhancement","1","1","NA","3","2"
"9943","5","COMPLETED","PC4","Enhancement","1","0","0","0.5","0.5"
"9947","1","FINISHED","PC4","Bug","1","5.5","5.5","7","1.5"
"9949","1","COMPLETED","PC4","Bug","1","0","0","0.25","0.25"
"9950","4","COMPLETED","PC9","Bug","1","0","0","1.5","1.5"
"9954","1","COMPLETED","PC4","Testing","1","2.5","NA","7","4.5"
"9954","1","COMPLETED","PC4","Testing","1","2.5","3","7","4.5"
"9955","5","COMPLETED","PC4","Bug","1","0","0","1","1"
"9956","1","RELEASED","PC4","Release","1","-1","0","3.5","4.5"
"9956","1","RELEASED","PC4","Release","1","-1","NA","3.5","4.5"
"9957","5","COMPLETED","PC4","Bug","1","0","0","0.75","0.75"
"9958","5","COMPLETED","PC4","Enhancement","1","-1.5","-1.5","4","5.5"
